2023.08.29.,"대전 보훈단체들, 현충원 홍범도 장군 묘역서 국방부 규탄 회견","독립운동가 홍범도 장군 흉상을 육군사관학교에서 철거하는 문제를 놓고 홍범도 장군의 유해가 안장된 대전 지역의 보훈단체가 크게 반발하고 있다. 광복회 대전지부·홍범도장군기념사업회 대전 모임 등 보훈단체 관계자 40여명은 29일 오전 11시께 대전 유성구 국립대전현충원에 있는 홍범도 장군 묘역 앞에서 기자회견을 열고 ""정부와 국방부는 흉상 철거 계획을 전면 백지화하라""고 촉구했다. 이들은 ""헌법이 대한민국 임시정부의 법통을 계승하고, 임시정부의 군사제도가 국군의 역사임은 부정할 수 없는 사실""이라며 ""독립운동 영웅들의 흉상을 육사에서 철거하려는 것은 국군의 역사적 정통성을 부정하고 헌법정신을 훼손하는 반민족 행위를 하는 것이나 다름없다""고 주장했다. 그러면서 ""이종섭 국방부 장관은 국민 앞에 흉상 철거계획 백지화를 선언하고 공식 사과하라""고 거듭 촉구했다. 일제가 국권을 강탈한 '경술국치' 113주년이기도 한 이날 보훈단체 관계자들은 공산당 가입 이력으로 논란이 일고 있는 홍범도 장군의 항일정신과 민족주의자적 면모를 강조했다.  이들은 ""홍범도 장군은 일본을 상대로 봉오동·청산리 전투의 승리를 일궈낸 대한독립군 총사령관""이라며 ""가족을 잃고도 평생을 조국 독립에 헌신한 장군의 업적을 이념의 잣대로 짓밟지 말라""고 밝혔다. 앞서 국방부는 육사생도 교육시설 앞에 설치된 홍범도 장군의 흉상 철거 계획을 밝히며 ""북한의 김일성이 소련공산당의 사주를 받고 불법 남침해 6·25전쟁을 자행한 것은 엄연한 사실이다. 공산주의 이력이 있는 홍범도 장군의 흉상을 육사에서 기념하는 것은 적절하지 않다""며 ""독립기념관에 모시는 방안을 관계 부처와 협의 중이다""고 밝혔다. 육군은 문재인 정부 때인 2018년 3월 1일 우리 군 장병이 훈련으로 사용한 실탄의 탄피 300㎏을 녹여 홍범도 장군 등 독립운동가 5명의 흉상을 제작해 육사 교내에 세웠다. ",정치,3
2023.08.29.,파이팅 외치는 '거미집' 감독과 출연진,"이재희 기자 = 김지운 감독(왼쪽부터)과 배우 전여빈, 임수정, 오정세, 정수정, 송강호가 29일 오전 서울 용산구 CGV 용산아이파크점에서 열린 영화 '거미집' 제작발표회에서 포즈를 취하고 있다. 2023.8.29 ",연예,0
2023.08.29.,'거미집' 감독과 출연진,"이재희 기자 = 김지운 감독(왼쪽부터)과 배우 전여빈, 임수정, 오정세, 정수정, 송강호가 29일 오전 서울 용산구 CGV 용산아이파크점에서 열린 영화 '거미집' 제작발표회에서 포즈를 취하고 있다. 2023.8.29 ",연예,0
2023.08.29.,'김 감독과 김 감독',이재희 기자 = 김지운 감독(왼쪽)과 배우 송강호가 29일 오전 서울 용산구 CGV 용산아이파크점에서 열린 영화 '거미집' 제작발표회에서 포즈를 취하고 있다. 송강호는 극 중 김 감독 역을 맡았다. 2023.8.29 ,연예,1
2023.08.29.,송강호 '엄지척',이재희 기자 = 배우 송강호가 29일 오전 서울 용산구 CGV 용산아이파크점에서 열린 영화 '거미집' 제작발표회에서 포즈를 취하고 있다. 2023.8.29 ,연예,8
2023.08.29.,"송강호, 김지운 감독과 다섯 번째 작업",이재희 기자 = 배우 송강호가 29일 오전 서울 용산구 CGV 용산아이파크점에서 열린 영화 '거미집' 제작발표회에서 포즈를 취하고 있다. 2023.8.29 ,연예,6
2023.08.29.,임수정 '수줍은 손하트',이재희 기자 = 배우 임수정이 29일 오전 서울 용산구 CGV 용산아이파크점에서 열린 영화 '거미집' 제작발표회에서 포즈를 취하고 있다. 2023.8.29 ,연예,3
2023.08.29.,전여빈 '그림자도 멋져',이재희 기자 = 배우 전여빈이 29일 오전 서울 용산구 CGV 용산아이파크점에서 열린 영화 '거미집' 제작발표회에서 포즈를 취하고 있다. 2023.8.29 ,연예,2
2023.08.29.,오정세 '스파이더맨?',이재희 기자 = 배우 오정세가 29일 오전 서울 용산구 CGV 용산아이파크점에서 열린 영화 '거미집' 제작발표회에서 포즈를 취하고 있다. 2023.8.29 ,연예,0
2023.08.29.,카메라 응시하는 전여빈,이재희 기자 = 배우 전여빈이 29일 오전 서울 용산구 CGV 용산아이파크점에서 열린 영화 '거미집' 제작발표회에서 포즈를 취하고 있다. 2023.8.29 ,연예,2
2023.08.29.,정수정 '그림자도 늘씬',이재희 기자 = 배우 정수정이 29일 오전 서울 용산구 CGV 용산아이파크점에서 열린 영화 '거미집' 제작발표회에서 포즈를 취하고 있다. 2023.8.29 ,연예,2
2023.08.29.,'거미집' 제작발표회,이재희 기자 = 29일 오전 서울 용산구 CGV 용산아이파크점에서 열린 영화 '거미집' 제작발표회에 김지운 감독과 출연진이 참석하고 있다. 2023.8.29 ,연예,0
2023.08.29.,포즈 취하는 정수정,이재희 기자 = 배우 정수정이 29일 오전 서울 용산구 CGV 용산아이파크점에서 열린 영화 '거미집' 제작발표회에서 포즈를 취하고 있다. 2023.8.29 ,연예,2
2023.08.29.,전여빈 '귓속말',이재희 기자 = 배우 전여빈이 29일 오전 서울 용산구 CGV 용산아이파크점에서 열린 영화 '거미집' 제작발표회에서 귓속말로 대화를 나누고 있다. 2023.8.29 ,연예,2
2023.08.29.,비가 와도 즐거운 졸업식,서울대학교 제77회 후기학위수여식이 열린 29일 대학 정문 앞에서 졸업생들이 학사모를 던지며 사진촬영을 하고 있다.2023.8.29 ,사회,1
2023.08.29.,청주 아파트 신축 현장 화재…인명피해 없어,(청주=연합뉴스) 29일 낮 12시 4분께 충북 청주시 수곡동 신축 아파트 건설 현장에서 불이 나 10여분 만에 초진 됐다. 이 불로 인명피해는 발생하지 않았으나 건축 자재 일부가 탔다. 소방 당국은 정확한 화재 원인을 조사 중이다. 2023.8.29 [청주 서부소방서 제공. 재판매 및 DB 금지] ,사회,0
2023.08.29.,비가 와도 즐거운 졸업식,서울대학교 제77회 후기학위수여식이 열린 29일 대학 정문 앞에서 졸업생들이 학사모를 던지며 사진촬영을 하고 있다.2023.8.29 ,사회,0
2023.08.29.,비가 와도 즐거운 졸업식,서울대학교 제77회 후기학위수여식이 열린 29일 대학 정문 앞에서 졸업생들이 학사모를 던지며 사진촬영을 하고 있다.2023.8.29 ,사회,0
2023.08.29.,비가 와도 즐거운 졸업식,서울대학교 제77회 후기학위수여식이 열린 29일 대학 정문 앞에서 졸업생들이 학사모를 던지며 사진촬영을 하고 있다.2023.8.29 ,사회,0
2023.08.29.,비가 와도 즐거운 졸업식,서울대학교 제77회 후기학위수여식이 열린 29일 대학 정문 앞에서 졸업생들이 학사모를 던지며 사진촬영을 하고 있다.2023.8.29 ,사회,0
2023.08.29.,이제 사회로...,서울대학교 제77회 후기학위수여식이 열린 29일 졸업식을 마친 한 학생이 짐을 옮기고 있다. 2023.8.29 ,사회,0
2023.08.29.,청주 아파트 신축 현장 화재…인명피해 없어,(청주=연합뉴스) 29일 낮 12시 4분께 충북 청주시 수곡동 신축 아파트 건설 현장에서 불이 나 10여분 만에 초진 됐다. 이 불로 인명피해는 발생하지 않았으나 건축 자재 일부가 탔다. 소방 당국은 정확한 화재 원인을 조사 중이다. 2023.8.29 [청주 서부소방서 제공. 재판매 및 DB 금지] ,사회,0
2023.08.29.,이제 사회로...,서울대학교 제77회 후기학위수여식이 열린 29일 졸업식을 마친 한 학생이 짐을 옮기고 있다. 2023.8.29 ,사회,0
2023.08.29.,교기 맞이하는 학생들,29일 관악구 서울대학교에서 열린 제77회 후기학위수여식에서 졸업생들이 일어서 교기를 맞이하고 있다. 2023.8.29 ,사회,0
2023.08.29.,졸업사진 찍는 가족들,서울대학교 제77회 후기학위수여식이 열린 29일 졸업식장인 관악캠퍼스 체육관 앞에서 졸업생이 가족들과 사진촬영을 하고 있다.2023.8.29 ,사회,0
2023.08.29.,서울대학교 후기학위수여식 개최,29일 관악구 서울대학교에서 열린 제77회 후기학위수여식에서 유홍림 총장이 축사하고 있다 .2023.8.29 ,사회,0
2023.08.29.,서울대학교 후기학위수여식 개최,29일 관악구 서울대학교에서 열린 제77회 후기학위수여식에서 유홍림 총장이 축사하고 있다 .2023.8.29 ,사회,0
2023.08.29.,서울대학교 후기학위수여식 개최,29일 관악구 서울대학교에서 제77회 후기학위수여식이 열리고 있다 .2023.8.29 ,사회,0
2023.08.29.,자랑스러운 우리딸!,서울대학교 제77회 후기학위수여식이 열린 29일 졸업식장인 관악캠퍼스 체육관에서 한 아버지가 현수막을 들고 졸업하는 딸을 축하하고 있다. 2023.8.29 ,사회,6
2023.08.29.,졸업사진 찍는 가족들,서울대학교 제77회 후기학위수여식이 열린 29일 졸업식장인 관악캠퍼스 체육관 앞에서 졸업생이 가족들과 사진촬영을 하고 있다.2023.8.29 ,사회,0
2023.08.29.,함께 셀피 찍는 졸업생들,서울대학교 제77회 후기학위수여식이 열린 29일 졸업식장인 관악캠퍼스 체육관에서 졸업생들이 사진촬영을 하고 있다. 2023.8.29 ,사회,0
2023.08.29.,"방시혁 ""K팝 스타일 글로벌 걸그룹, 美 넘어 세계서 활동할 것""","임미나 특파원 = ""오늘 저의 오랜 꿈을 현실화시키며, 이를 여러분과 공유할 수 있게 되어서 진심으로 기쁩니다."" 방시혁 하이브 의장은 28일(현지시간) 미국 로스앤젤레스 인근 샌타모니카의 게펜 레코드 스튜디오에서 열린 '더 데뷔 : 드림 아카데미'(The Debut: Dream Academy) 언론 공개 행사에서 이런 인사말로 무대를 열었다. 이날 행사는 그룹 방탄소년단(BTS)의 소속사 하이브와 세계적인 음반사 유니버설뮤직그룹(UMG) 산하 게펜 레코드가 손잡고 2021년부터 시작한 글로벌 걸그룹 오디션 프로젝트 '더 데뷔 : 드림 아카데미'의 결선을 본격적으로 시작하며 참가자 20명을 처음으로 공개하는 자리였다. 예선으로 진행된 지역별 오디션에는 총 12만 명이 지원했으며, '6천 대 1'의 경쟁률을 뚫고 20명이 선발돼 지난 1년여간 미국에서 연습생 트레이닝 과정을 거쳤다. 이들의 출신 배경은 한국과 미국을 비롯해 일본, 브라질, 아르헨티나, 스위스, 스웨덴, 슬로바키아, 벨라루스, 태국, 호주, 필리핀 등 12개국으로 다양하다. 이들은 오는 9월 2일부터 11월 18일까지 12주간 공개 오디션 과정을 거치며, 이 과정을 담은 영상 콘텐츠가 유튜브 등으로 공개된다. 방 의장은 ""오래전부터 K팝의 방법론에 기반해서 다양한 국가 출신의 인재들을 육성하고, 이들과 함께 K팝 스타일의 글로벌 그룹을 만들고 싶다고 생각해 왔다""며 ""이를 위해서는 글로벌 음악 시장에서 활동하는, 역량 있는 최고의 파트너가 필요하다고 생각했기에 유니버설뮤직그룹의 루시안 (그레인지) 회장을 찾아갔다""고 설명했다. 이어 ""루시안은 존 재닉 (게펜 레코드) 회장을 소개해 줬으며, 존 재닉 회장을 본 순간부터 우리는 서로 간에 음악적인, 그리고 창의적인 연결고리가 있다는 것을 깨달았다""고 말했다.  방 회장은 ""대부분의 사람들은 서구 시장의 A&R(아티스트 앤드 레퍼트와: 레코드 회사에서 아티스트를 발굴, 계약, 육성하는 것) 과정과 K팝 트레이닝 시스템 간에 많은 차이가 있다고 생각하지만, 저는 두 시스템이 핵심적인 본질을 공유하고 있다는 것을 발견했다""며 ""놀랍도록 재능 있는 인재를 발견하고 이들이 아티스트로 성장해 나가는 것을 조력하며 지켜보는 것""이라고 설명했다. 이어 ""이제 거대하고도 대담한 새로운 방식으로 우리의 핵심 가치를 성장시키고 확장할 수 있는 순간이 도래했다""며 ""이제는 세계적인 현상이 된 K팝의 방법론을 적용해 세계 여러 나라에서 다양하고 재능있는 인재들을 초대해 약동하는 집단을 창조하기 위한 여정을 함께 시작했다""고 말했다. 그는 ""다양한 문화적 배경을 가진 20명의 참가자가 모여 서로의 다름을 극복하고 모두 친구가 되었다""며 ""저는 이 과정을 보면서 즐거움을 느꼈고, 전 세계가 우리와 함께 이 그룹이 어떻게 성장해 나갈지, 그 과정을 함께 보고 싶어 하리라 믿는다""고 강조했다. 또 ""이들이 다양한 문화적 배경을 가졌듯이, 이들의 활동 역시 미국에 국한되지 않을 것""이라며 ""각각의 인재들과 연결된 국가와 문화권에서 최고의 모습을 보여줄 수 있도록 최선을 다할 것""이라고 밝혔다. 그러면서 ""이 인재들의 여정에 함께 해주시기를, 그들 각자의 꿈을 응원해 주시기를 바란다""고 당부했다. 이날 행사에는 미국 현지 매체에 소속된 다양한 기자들이 참석했지만, 방 의장은 모두 발언을 하고 무대에서 내려간 뒤 따로 문답은 진행하지 않았다.  ",연예,28
2023.08.29.,"'추석, 신세계 상품권으로 마음 전하세요'",추석을 한 달여 앞둔 29일 오전 서울 이마트 용산점에서 모델들이 신세계 상품권을 홍보하고 있다. 2023.8.29 ,경제,0
2023.08.29.,"'추석, 신세계 상품권으로 마음 전하세요'",추석을 한 달여 앞둔 29일 오전 서울 이마트 용산점에서 모델들이 신세계 상품권을 홍보하고 있다. 2023.8.29 ,경제,0
2023.08.29.,"이마트, 추석 맞이 신세계 상품권 판매",추석을 한 달여 앞둔 29일 오전 서울 이마트 용산점에서 모델들이 신세계 상품권을 홍보하고 있다. 2023.8.29 ,경제,0
2023.08.29.,"이마트, 추석 맞이 신세계 상품권 판매",추석을 한 달여 앞둔 29일 오전 서울 이마트 용산점에서 모델들이 신세계 상품권을 홍보하고 있다. 2023.8.29 ,경제,0
2023.08.29.,"이마트, 추석 맞이 신세계 상품권 판매",추석을 한 달여 앞둔 29일 오전 서울 이마트 용산점에서 모델들이 신세계 상품권을 홍보하고 있다. 2023.8.29 ,경제,0
2023.08.29.,"이마트, 추석 맞이 신세계 상품권 판매",추석을 한 달여 앞둔 29일 오전 서울 이마트 용산점에서 모델들이 신세계 상품권을 홍보하고 있다. 2023.8.29 ,경제,0
2023.08.29.,"이마트, 추석 맞이 신세계 상품권 판매",추석을 한 달여 앞둔 29일 오전 서울 이마트 용산점에서 모델들이 신세계 상품권을 홍보하고 있다. 2023.8.29 ,경제,0
2023.08.29.,초가을 분위기 나네,29일 오전 제주 서귀포시 안덕면 덕수리의 카페 마노르블랑에 갈대의 한 종류인 팜파스그라스가 꽃을 피워 입장객 눈길을 끌고 있다. 2023.8.29 ,생활,0
2023.08.29.,초가을 분위기 나네,29일 오전 제주 서귀포시 안덕면 덕수리의 카페 마노르블랑에 갈대의 한 종류인 팜파스그라스가 꽃을 피워 입장객 눈길을 끌고 있다. 2023.8.29 ,생활,0
2023.08.29.,초가을 분위기 나네,29일 오전 제주 서귀포시 안덕면 덕수리의 카페 마노르블랑에 갈대의 한 종류인 팜파스그라스가 꽃을 피워 입장객 눈길을 끌고 있다. 2023.8.29 ,생활,0
2023.08.29.,초가을 분위기 나네,29일 오전 제주 서귀포시 안덕면 덕수리의 카페 마노르블랑에 갈대의 한 종류인 팜파스그라스가 꽃을 피워 입장객 눈길을 끌고 있다. 2023.8.29 ,생활,0
2023.08.29.,초가을 분위기 나네,29일 오전 제주 서귀포시 안덕면 덕수리의 카페 마노르블랑에 갈대의 한 종류인 팜파스그라스가 꽃을 피워 입장객 눈길을 끌고 있다. 2023.8.29 ,생활,0
2023.08.29.,초가을 분위기 나네,29일 오전 제주 서귀포시 안덕면 덕수리의 카페 마노르블랑에 갈대의 한 종류인 팜파스그라스가 꽃을 피워 입장객 눈길을 끌고 있다. 2023.8.29 ,생활,0
2023.08.29.,초가을 분위기 나네,29일 오전 제주 서귀포시 안덕면 덕수리의 카페 마노르블랑에 갈대의 한 종류인 팜파스그라스가 꽃을 피워 입장객 눈길을 끌고 있다. 2023.8.29 ,생활,0
2023.08.29.,"""칼부림하겠다""…수원지검, '살인 예고범' 2명 구속 기소","온라인에서 살인 예고 방송을 진행하거나 게시글을 올린 10∼20대 남성이 구속돼 재판에 연이어 넘겨졌다.  수원지검은 위계에 의한 공무집행방해 등 혐의로 A(21)씨와 B(19)씨를 구속기소했다고 29일 밝혔다. A씨는 지난 7일 온라인 라이브 방송을 진행하며 마치 지하철역에서 칼부림할 것처럼 발언한 혐의를 받는다. B씨는 지난 2∼4일 흉기 난동 관련 뉴스 인터넷 동영상에 ""곧 놀이동산에서 일가족 타깃으로 칼부림하려 한다""는 댓글을 여러 차례 게재한 혐의를 받는다. B씨는 범행 당시 추적을 피하기 위해 인터넷 우회 접속 프로그램인 가상사설망(VPN)을 썼으나 결국 경찰에 붙잡혔다. A씨 등의 살인 예고로 당시 지역 경찰, 기동대 등 경찰 인력이 다수 투입됐다. 검찰 관계자는 ""검찰은 수사 초동 단계부터 경찰과 긴밀하게 협력하고 구속 전 피의자 심문에 검사가 직접 참석해 구속 의견을 적극 개진했다""며 ""피고인들에 대해 죄에 상응하는 형이 선고되도록 하겠다""고 말했다. 한편 수원지검 성남지청도 지난 8일 인터넷 커뮤니티에 모 연예기획사 임직원에 대한 살인 예고 글을 게시한 혐의(협박 및 위계에 의한 공무집행방해 혐의)로 C(28)씨를 이날 구속기소했다고 밝혔다. ",사회,0
2023.08.29.,취재진과 인터뷰하는 서승재-채유정,"김도훈 기자 = 덴마크 코펜하겐에서 열린 2023 세계개인배드민턴선수권대회 혼합복식에서 금메달을 차지한 서승재(왼쪽), 채유정이 29일 오전 인천국제공항 제1여객터미널을 통해 귀국한 뒤 취재진과 인터뷰를 하고 있다. 대표팀은 여자단식에서 안세영, 남자복식에서 서승재-강민혁, 혼합복식에서 서승재-채유정이 금메달을 획득했고, 여자복식에선 김소영-공희용이 동메달을 획득했다. 2023.8.29 ",스포츠,0
2023.08.29.,메달과 함께 기념 촬영,김도훈 기자 = 덴마크 코펜하겐에서 열린 2023 세계개인배드민턴선수권대회 혼합복식에서 금메달을 차지한 채유정(왼쪽)과 여자복식에서 동메달을 차지한 공희용이 29일 오전 인천국제공항 제1여객터미널에서 기념촬영을 하고 있다. 2023.8.29 ,스포츠,1
2023.08.29.,세계선수권 여자복식 동메달 김소영-공희용,"김도훈 기자 = 덴마크 코펜하겐에서 열린 2023 세계개인배드민턴선수권대회 여자복식에서 동메달을 차지한 김소영(왼쪽), 공희용이 29일 오전 인천국제공항 제1여객터미널에서 메달을 들어보이며 포즈를 취하고 있다. 2023.8.29 ",스포츠,1
2023.08.29.,메달과 함께 기념 촬영,김도훈 기자 = 덴마크 코펜하겐에서 열린 2023 세계개인배드민턴선수권대회 혼합복식에서 금메달을 차지한 채유정(왼쪽)과 여자복식에서 동메달을 차지한 공희용이 29일 오전 인천국제공항 제1여객터미널에서 기념촬영을 하고 있다. 2023.8.29 ,스포츠,0
2023.08.29.,세계선수권 혼합복식 우승 서승재-채유정,"김도훈 기자 = 덴마크 코펜하겐에서 열린 2023 세계개인배드민턴선수권대회 남자복식에서 금메달을 차지한 서승재(왼쪽), 채유정이 29일 오전 인천국제공항 제1여객터미널에서 메달을 들어보이며 포즈를 취하고 있다. 2023.8.29 ",스포츠,0
2023.08.29.,세계선수권 남자복식 우승 서승재-강민혁,"김도훈 기자 = 덴마크 코펜하겐에서 열린 2023 세계개인배드민턴선수권대회 남자복식에서 금메달을 차지한 강민혁(왼쪽), 서승재가 29일 오전 인천국제공항 제1여객터미널에서 메달을 들어보이며 포즈를 취하고 있다. 2023.8.29 ",스포츠,3
2023.08.29.,취재진과 인터뷰하는 채유정,"김도훈 기자 = 덴마크 코펜하겐에서 열린 2023 세계개인배드민턴선수권대회 혼합복식에서 금메달을 차지한 채유정이 29일 오전 인천국제공항 제1여객터미널을 통해 귀국한 뒤 취재진과 인터뷰를 하고 있다. 대표팀은 여자단식에서 안세영, 남자복식에서 서승재-강민혁, 혼합복식에서 서승재-채유정이 금메달을 획득했고, 여자복식에선 김소영-공희용이 동메달을 획득했다. 2023.8.29 ",스포츠,1
2023.08.29.,취재진과 인터뷰하는 서승재-채유정,"김도훈 기자 = 덴마크 코펜하겐에서 열린 2023 세계개인배드민턴선수권대회 혼합복식에서 금메달을 차지한 서승재(왼쪽), 채유정이 29일 오전 인천국제공항 제1여객터미널을 통해 귀국한 뒤 취재진과 인터뷰를 하고 있다. 대표팀은 여자단식에서 안세영, 남자복식에서 서승재-강민혁, 혼합복식에서 서승재-채유정이 금메달을 획득했고, 여자복식에선 김소영-공희용이 동메달을 획득했다. 2023.8.29 ",스포츠,0
2023.08.29.,인터뷰하는 김학균 감독,"김도훈 기자 = 덴마크 코펜하겐에서 열린 2023 세계개인배드민턴선수권대회에 출전한 대표팀 김학균 감독이 29일 오전 인천국제공항 제1여객터미널을 통해 귀국한 뒤 취재진과 인터뷰를 하고 있다. 대표팀은 여자단식에서 안세영, 남자복식에서 서승재-강민혁, 혼합복식에서 서승재-채유정이 금메달을 획득했고, 여자복식에선 김소영-공희용이 동메달을 획득했다. 2023.8.29 ",스포츠,4
2023.08.29.,취재진과 인터뷰하는 서승재-강민혁,"김도훈 기자 = 덴마크 코펜하겐에서 열린 2023 세계개인배드민턴선수권대회 남자복식에서 금메달을 차지한 서승재(왼쪽), 강민혁이 29일 오전 인천국제공항 제1여객터미널을 통해 귀국한 뒤 취재진과 인터뷰를 하고 있다. 대표팀은 여자단식에서 안세영, 남자복식에서 서승재-강민혁, 혼합복식에서 서승재-채유정이 금메달을 획득했고, 여자복식에선 김소영-공희용이 동메달을 획득했다. ",스포츠,1
2023.08.29.,취재진과 인터뷰하는 서승재,"김도훈 기자 = 덴마크 코펜하겐에서 열린 2023 세계개인배드민턴선수권대회 남자복식과 혼합복식에서 금메달을 차지한 서승재가 29일 오전 인천국제공항 제1여객터미널을 통해 귀국한 뒤 취재진과 인터뷰를 하고 있다. 대표팀은 여자단식에서 안세영, 남자복식에서 서승재-강민혁, 혼합복식에서 서승재-채유정이 금메달을 획득했고, 여자복식에선 김소영-공희용이 동메달을 획득했다. ",스포츠,0
2023.08.29.,취재진과 인터뷰하는 서승재-강민혁,"김도훈 기자 = 덴마크 코펜하겐에서 열린 2023 세계개인배드민턴선수권대회 남자복식에서 금메달을 차지한 서승재(왼쪽), 강민혁이 29일 오전 인천국제공항 제1여객터미널을 통해 귀국한 뒤 취재진과 인터뷰를 하고 있다. 대표팀은 여자단식에서 안세영, 남자복식에서 서승재-강민혁, 혼합복식에서 서승재-채유정이 금메달을 획득했고, 여자복식에선 김소영-공희용이 동메달을 획득했다. ",스포츠,2
2023.08.29.,취재진과 인터뷰하는 강민혁,"김도훈 기자 = 덴마크 코펜하겐에서 열린 2023 세계개인배드민턴선수권대회 남자복식에서 금메달을 차지한 강민혁이 29일 오전 인천국제공항 제1여객터미널을 통해 귀국한 뒤 취재진과 인터뷰를 하고 있다. 대표팀은 여자단식에서 안세영, 남자복식에서 서승재-강민혁, 혼합복식에서 서승재-채유정이 금메달을 획득했고, 여자복식에선 김소영-공희용이 동메달을 획득했다. 2023.8.29 ",스포츠,1
2023.08.29.,"尹 ""골프 장타 쳐도 방향 틀리면 OB""…집권 2년차 '노선' 강조","""우리나라는 골프로 치면 250ｍ, 300ｍ씩 장타를 칠 수 있는 실력이 있는데, 방향이 잘못되면 결국 아웃 오브 바운즈(OB)밖에 더 나겠나"" 지난 5월께 집권 2년 차에 접어든 윤석열 대통령이 국무위원들에게 ""중요한 것은 방향""이라며 이 같은 취지로 말했다고 복수의 정부 관계자들이 29일 연합뉴스에 전했다. 골프 비유는 또 있었다. 윤 대통령은 참모들에게 ""벙커에서 공을 잘 치려면 모래 속에 발을 파묻고 중심을 잘 잡아야 한다""며 ""국민을 위해 설정한 방향을 바라봐야 한다""라고도 했다고 한다. 윤 대통령이 최근 국가 정체성과 노선을 부쩍 강조하는 배경에는 집권 2년 차 들어 본 궤도에 오른 새로운 국정 기조가 옳다는 확신이 깔린 것으로 보인다. 자유, 인권, 법치 등 보편적 가치에 기반해 자유민주주의와 시장경제를 튼튼히 하고, 기여와 연대를 통해 글로벌 중추 국가의 비전을 펼치는 내용을 골자로 한다. 윤 대통령은 전날 국민의힘 국회의원 연찬회 인사말에서도 ""제일 중요한 것이 이념""이라며 ""나라를 제대로 끌고 갈 수 있는 그런 철학이 바로 이념""이라고 말했다. 그러면서 ""우리 당정만이라도 국가를 어떻게 끌고 나갈 것인지에 대해 확고한 방향을 잡아야 한다고 생각한다""고 부연했다. 야권에서 윤석열 정부의 각종 정책을 겨냥해 '철 지난 이념 공세'로 비판하는 데 대해 오히려 ""중요한 건 이념""이라며 정면 돌파를 시도한 모양새다. 여권 관계자는 통화에서 ""이념과 철학은 실용 같은 가치보다 더 기본""이라며 ""그것이 없으면 사상누각이나 마찬가지라는 인식""이라고 설명했다. ",정치,237
2023.08.29.,"이재명 ""국정, 난파선처럼 표류…국민 삶은 바람 앞의 촛불""","더불어민주당 이재명 대표는 29일 윤석열 정부를 겨냥해 ""정부·여당의 국정은 그야말로 방향타가 고장 난 난파선처럼 표류 중""이라고 비판했다. 이 대표는 이날 강원도 원주 오크밸리에서 1박 2일간 열린 국회의원 워크숍 마무리 발언에서 ""민생 경제, 외교 안보, 국민 안전 등 모든 부분에서 나라가 퇴보하고 국민의 삶이 바람 앞의 촛불 같다""며 이같이 말했다. 이 대표는 ""사흘 뒤 시작하는 21대 국회 마지막 정기국회에서 우리 민주당의 손으로 폭주하는 권력과 탈선 중인 국정을 바로잡아야 한다""면서 ""민생 경제 회복의 불씨를 마련하고 민주주의와 법치주의를 농단하는 수많은 의혹에 대한 진상규명도 반드시 해야 한다""고 강조했다. 이 대표는 ""무정부 상태라며 절규하는 국민들에게 새로운 희망을 만들어드려야 할 것""이라면서 ""난관이 적지 않지만 168분의 국회의원 전원이 똘똘 뭉쳐 함께 나아간다면 어떤 시련과 역경도 반드시 극복할 수 있다""고 말했다. 그러면서 ""그 출발점이 바로 이번 워크숍으로, 국민들의 삶을 책임지고 국가의 내일을 걱정하고 개척해 나가는 유능한 민주당, 강한 민주당을 함께 만들어가면 좋겠다""고 덧붙였다. 그는 이번 워크숍에 대해선 ""서로의 당에 대한 충정과 고민을 깊이 이해하고 깨닫는 좋은 계기였던 것 같아 다행""이라며 ""치열한 토론이 어우러지면서 민주당의 집단 지성이 유감없이 발휘된 장이었다""고 평했다. 한편, 이 대표는 워크숍 후 기자들과 만나 검찰이 쌍방울 그룹의 대북송금 의혹과 관련해 내달 4일 출석을 재통보한 것과 출석 일정 조율 문제, 이번 워크숍에서 혁신위원회가 내놓은 혁신안이 논의되지 않은 것 등에 대한 질문을 받았지만 일절 답하지 않고 자리를 떠났다. ",정치,454
